Gene,Diplotype,Phenotype_CPIC_Format,Phenotype_Simplified,Phenotype_Category,Activity_Score,EHR_Priority
TPMT,*3A/*37,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*38,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*39,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*3A,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*3B,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*3C,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*4,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*5,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*6,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*7,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*8,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*9,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*10,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*11,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*12,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*13,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*14,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*15,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*16,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*17,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*18,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*19,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*20,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*21,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*22,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*23,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*24,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*25,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*26,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*27,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*28,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*29,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*30,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*31,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*32,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*33,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*34,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*35,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*36,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*37,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*38,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*39,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*3B,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*3C,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*4,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3B/*5,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*6,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*7,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*8,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3B/*9,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*10,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*11,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*12,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*13,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*14,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*15,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*16,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*17,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*18,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*19,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*20,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*21,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*22,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*23,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*24,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*25,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*26,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*27,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*28,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*29,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*30,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*31,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*32,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*33,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*34,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*35,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*36,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*37,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*38,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*39,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*3C,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*4,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3C/*5,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*6,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*7,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*8,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3C/*9,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*10,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*11,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*12,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*13,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*14,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*15,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*16,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*17,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*18,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*19,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*20,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*21,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*22,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*23,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*24,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*25,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*26,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*27,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*28,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*29,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*30,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*31,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*32,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*33,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*34,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*35,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*36,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*37,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*38,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*39,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*4,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*4/*5,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*6,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*7,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*8,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*4/*9,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*40/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*40/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*41/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*5/*10,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*11,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*5/*12,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*13,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*14,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*5/*15,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*5/*16,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*17,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*18,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*19,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*20,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*21,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*22,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*23,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*5/*24,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*25,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*5/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*5/*5,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*6,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*7,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*8,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*5/*9,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*10,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*11,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*6/*12,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*13,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*14,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*6/*15,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*6/*16,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*17,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*18,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*19,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*20,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*21,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*22,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*6/*23,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
